timestamp,rx,ry,ryaw,num_humans,closest_human_dist,human_collision,collision_count,wall_state,human_state,cmd_linear_x,cmd_angular_z,target_x,target_y,target_dist
1767081115.8883781,0.0,0.0,0.0,1,2.292113040020645,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081115.9383643,0.0,0.0,0.0,1,2.292113040020645,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081115.9882975,0.0,0.0,0.0,1,2.292113040020645,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081116.0383496,0.0,0.0,0.0,1,2.292113040020645,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081116.0883315,0.0,0.0,0.0,1,2.292113040020645,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081116.1387208,0.0,0.0,0.0,1,0.5963756647860629,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081116.188372,0.0,0.0,0.0,1,0.5963756647860629,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081116.238352,0.0,0.0,0.0,1,0.5963756647860629,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081116.2883449,0.0,0.0,0.0,1,0.5963756647860629,0,0,CLEAR,CLEAR,0.5,-0.22644022849949538,1.9050281047821045,-0.28978800773620605,1.926942959570266
1767081116.3390653,0.05800336629937948,-0.0003089932847157991,-0.026269006079910243,1,0.5530564689084436,0,0,CLEAR,CLEAR,0.5,-0.19379029285217966,1.9050281047821045,-0.28978800773620605,1.8695717382264272
1767081116.388345,0.05800336629937948,-0.0003089932847157991,-0.026269006079910243,1,0.5530564689084436,0,0,CLEAR,CLEAR,0.5,-0.19379029285217966,1.9050281047821045,-0.28978800773620605,1.8695717382264272
1767081116.4383314,0.05800336629937948,-0.0003089932847157991,-0.026269006079910243,1,0.5530564689084436,0,0,CLEAR,CLEAR,0.5,-0.19379029285217966,1.9050281047821045,-0.28978800773620605,1.8695717382264272
